portal_id	legacy_trait_group	legacy_phenotype_id	phenotype_name	display_group	trait_type
PORTAL:0004458	gcat_trait	gcat_trait_cathepsin_L1_measurement	cathepsin L1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004459	gcat_trait	gcat_trait_cathepsin_L2_measurement	cathepsin L2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004460	gcat_trait	gcat_trait_cathepsin_S_measurement	cathepsin S measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004461	gcat_trait	gcat_trait_cathepsin_Z_measurement	cathepsin Z measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004462	gcat_trait	gcat_trait_cationindependent_mannose6phosphate_receptor_measurement	cation-independent mannose-6-phosphate receptor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004463	gcat_trait	gcat_trait_cell_adhesion_moleculerelateddownregulated_by_oncogenes_measurement	cell adhesion molecule-related/down-regulated by oncogenes measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004464	gcat_trait	gcat_trait_cell_surface_A33_antigen_measurement	cell surface A33 antigen measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004465	gcat_trait	gcat_trait_cerebellin4_measurement	cerebellin-4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004466	gcat_trait	gcat_trait_chemerin_measurement	chemerin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004467	gcat_trait	gcat_trait_chordinlike_protein_1_measurement	chordin-like protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004468	gcat_trait	gcat_trait_chromatidtype_aberration_frequency	chromatid-type aberration frequency	PROTEIN_BIOLOGY	measurement
PORTAL:0004469	gcat_trait	gcat_trait_chromograninA_measurement	chromogranin-A measurement	PROTEIN_BIOLOGY	stratified
PORTAL:0004470	gcat_trait	gcat_trait_clusterin_measurement	clusterin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004471	gcat_trait	gcat_trait_cochlin_measurement	cochlin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004472	gcat_trait	gcat_trait_coiledcoil_domaincontaining_protein_80_measurement	coiled-coil domain-containing protein 80 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004473	gcat_trait	gcat_trait_collagen_alpha1XXVIII_chain_measurement	collagen alpha-1(XXVIII) chain measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004474	gcat_trait	gcat_trait_collectin12_measurement	collectin-12 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004475	gcat_trait	gcat_trait_contactin5_measurement	contactin-5 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004476	gcat_trait	gcat_trait_copine1_measurement	copine-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004477	gcat_trait	gcat_trait_cryptic_protein_measurement	cryptic protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004478	gcat_trait	gcat_trait_cyclic_adenosine_monophosphate_measurement	cyclic adenosine monophosphate measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004479	gcat_trait	gcat_trait_cystatinD_measurement	cystatin-D measurement	PROTEIN_BIOLOGY	stratified
PORTAL:0004480	gcat_trait	gcat_trait_cystatinM_measurement	cystatin-M measurement	PROTEIN_BIOLOGY	stratified
PORTAL:0004481	gcat_trait	gcat_trait_cystatinSA_measurement	cystatin-SA measurement	PROTEIN_BIOLOGY	stratified
PORTAL:0004482	gcat_trait	gcat_trait_cystatinSN_measurement	cystatin-SN measurement	PROTEIN_BIOLOGY	stratified
PORTAL:0004483	gcat_trait	gcat_trait_cystatin_B_measurement	cystatin B measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004484	gcat_trait	gcat_trait_cysteinerich_secretory_protein_2_measurement	cysteine-rich secretory protein 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004485	gcat_trait	gcat_trait_cysteinerich_secretory_protein_3_measurement	cysteine-rich secretory protein 3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004486	gcat_trait	gcat_trait_cysteinerich_with_EGFlike_domain_protein_1_measurement	cysteine-rich with EGF-like domain protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004487	gcat_trait	gcat_trait_deathassociated_protein_kinase_2_measurement	death-associated protein kinase 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004488	gcat_trait	gcat_trait_decorin_measurement	decorin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004489	gcat_trait	gcat_trait_delta5_desaturase_measurement	delta-5 desaturase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004490	gcat_trait	gcat_trait_delta6_desaturase_measurement	delta-6 desaturase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004491	gcat_trait	gcat_trait_delta_and_Notchlike_epidermal_growth_factorrelated_receptor_measurement	delta and Notch-like epidermal growth factor-related receptor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004492	gcat_trait	gcat_trait_deltalike_protein_1_measurement	delta-like protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004493	gcat_trait	gcat_trait_dermatopontin_measurement	dermatopontin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004494	gcat_trait	gcat_trait_desmocollin2_measurement	desmocollin-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004495	gcat_trait	gcat_trait_desmoglein2_measurement	desmoglein-2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004496	gcat_trait	gcat_trait_diNacetylchitobiase_measurement	di-N-acetylchitobiase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004497	gcat_trait	gcat_trait_diablo_homolog_mitochondrial_measurement	diablo homolog, mitochondrial measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004498	gcat_trait	gcat_trait_dickkopflike_protein_1_measurement	dickkopf-like protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004499	gcat_trait	gcat_trait_dickkopfrelated_protein_1_measurement	dickkopf‐related protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004500	gcat_trait	gcat_trait_dihydropteridine_reductase_measurement	dihydropteridine reductase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004501	gcat_trait	gcat_trait_dipeptidase_1_measurement	dipeptidase 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004502	gcat_trait	gcat_trait_dipeptidase_2_measurement	dipeptidase 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004503	gcat_trait	gcat_trait_dipeptidyl_peptidase_1_measurement	dipeptidyl peptidase 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004504	gcat_trait	gcat_trait_dipeptidyl_peptidase_2_measurement	dipeptidyl peptidase 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004505	gcat_trait	gcat_trait_discoidin_CUB_and_LCCL_domaincontaining_protein_2_measurement	discoidin, CUB and LCCL domain-containing protein 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004506	gcat_trait	gcat_trait_disintegrin_and_metalloproteinase_domaincontaining_protein_23_measurement	disintegrin and metalloproteinase domain-containing protein 23 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004507	gcat_trait	gcat_trait_dolichyldiphosphooligosaccharideprotein_glycosyltransferase_subunit_1_measurement	dolichyl-diphosphooligosaccharide--protein glycosyltransferase subunit 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004508	gcat_trait	gcat_trait_drebrinlike_protein_measurement	drebrin-like protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004509	gcat_trait	gcat_trait_dual_specificity_mitogenactivated_protein_kinase_kinase_1_measurement	dual specificity mitogen-activated protein kinase kinase 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004510	gcat_trait	gcat_trait_dual_specificity_mitogenactivated_protein_kinase_kinase_2_measurement	dual specificity mitogen-activated protein kinase kinase 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004511	gcat_trait	gcat_trait_dual_specificity_mitogenactivated_protein_kinase_kinase_4_measurement	dual specificity mitogen-activated protein kinase kinase 4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004512	gcat_trait	gcat_trait_dynein_light_chain_roadblocktype_1_measurement	dynein light chain roadblock-type 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004513	gcat_trait	gcat_trait_e3_ubiquitinprotein_ligase_RNF43_measurement	e3 ubiquitin-protein ligase RNF43 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004514	gcat_trait	gcat_trait_ectonucleoside_triphosphate_diphosphohydrolase_5_measurement	ectonucleoside triphosphate diphosphohydrolase 5 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004515	gcat_trait	gcat_trait_ectonucleotide_pyrophosphatasephosphodiesterase_family_member_7_measurement	ectonucleotide pyrophosphatase/phosphodiesterase family member 7 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004516	gcat_trait	gcat_trait_eicosapentaenoic_acid_measurement	eicosapentaenoic acid measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004517	gcat_trait	gcat_trait_elafin_measurement	elafin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004518	gcat_trait	gcat_trait_endoglin_measurement	endoglin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004519	gcat_trait	gcat_trait_endoplasmic_reticulum_aminopeptidase_1_measurement	endoplasmic reticulum aminopeptidase 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004520	gcat_trait	gcat_trait_endoplasmic_reticulum_resident_protein_29_measurement	endoplasmic reticulum resident protein 29 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004521	gcat_trait	gcat_trait_endoplasmic_reticulum_resident_protein_44_measurement	endoplasmic reticulum resident protein 44 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004522	gcat_trait	gcat_trait_endostatin_measurement	endostatin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004523	gcat_trait	gcat_trait_endothelial_cellselective_adhesion_molecule_measurement	endothelial cell-selective adhesion molecule measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004524	gcat_trait	gcat_trait_endothelinconverting_enzyme_1_measurement	endothelin-converting enzyme 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004525	gcat_trait	gcat_trait_enteropeptidase_measurement	enteropeptidase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004526	gcat_trait	gcat_trait_ephrinA4_measurement	ephrin-A4 measurement	PROTEIN_BIOLOGY	stratified
PORTAL:0004527	gcat_trait	gcat_trait_ephrin_typeA_receptor_1_measurement	ephrin type-A receptor 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004528	gcat_trait	gcat_trait_ephrin_typea_receptor_2_measurement	ephrin type-a receptor 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004529	gcat_trait	gcat_trait_ephrin_typeb_receptor_4_measurement	ephrin type-b receptor 4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004530	gcat_trait	gcat_trait_ephrin_typeb_receptor_6_measurement	ephrin type-b receptor 6 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004531	gcat_trait	gcat_trait_epidermal_growth_factor_receptor_measurement	epidermal growth factor receptor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004532	gcat_trait	gcat_trait_epithelial_cell_adhesion_molecule_measurement	epithelial cell adhesion molecule measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004533	gcat_trait	gcat_trait_epithelial_discoidin_domaincontaining_receptor_1_measurement	epithelial discoidin domain-containing receptor 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004534	gcat_trait	gcat_trait_eselectin_measurement	e-selectin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004535	gcat_trait	gcat_trait_extracellular_matrix_protein_1_measurement	extracellular matrix protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004536	gcat_trait	gcat_trait_ezrin_measurement	ezrin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004537	gcat_trait	gcat_trait_fetuinB_measurement	fetuin-B measurement	PROTEIN_BIOLOGY	stratified
PORTAL:0004538	gcat_trait	gcat_trait_fibroblast_growth_factor_19_measurement	fibroblast growth factor 19 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004539	gcat_trait	gcat_trait_fibroblast_growth_factor_21_measurement	fibroblast growth factor 21 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004540	gcat_trait	gcat_trait_fibroblast_growth_factor_23_measurement	fibroblast growth factor 23 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004541	gcat_trait	gcat_trait_fibroblast_growth_factor_2_measurement	fibroblast growth factor 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004542	gcat_trait	gcat_trait_fibroblast_growth_factor_5_measurement	fibroblast growth factor 5 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004543	gcat_trait	gcat_trait_fibroblast_growth_factor_basic_measurement	fibroblast growth factor basic measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004544	gcat_trait	gcat_trait_fibroblast_growth_factor_receptor_2_measurement	fibroblast growth factor receptor 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004545	gcat_trait	gcat_trait_fibronectin_measurement	fibronectin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004546	gcat_trait	gcat_trait_filaggrin_gene_expression_measurement	filaggrin gene expression measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004547	gcat_trait	gcat_trait_follistatinrelated_protein_1_measurement	follistatin-related protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004548	gcat_trait	gcat_trait_follistatinrelated_protein_3_measurement	follistatin-related protein 3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004549	gcat_trait	gcat_trait_formimidoyltransferasecyclodeaminase_measurement	formimidoyltransferase-cyclodeaminase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004550	gcat_trait	gcat_trait_furin_measurement	furin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004551	gcat_trait	gcat_trait_galactoside_34Lfucosyltransferase_measurement	galactoside 3(4)-L-fucosyltransferase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004552	gcat_trait	gcat_trait_galanin_peptides_measurement	galanin peptides measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004553	gcat_trait	gcat_trait_galectin1_measurement	galectin-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004554	gcat_trait	gcat_trait_galectin3_measurement	galectin-3 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004555	gcat_trait	gcat_trait_galectin4_measurement	galectin-4 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004556	gcat_trait	gcat_trait_galectin8_measurement	galectin-8 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004557	gcat_trait	gcat_trait_galectin9_measurement	galectin-9 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004558	gcat_trait	gcat_trait_gammacrystallin_D_measurement	gamma-crystallin D measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004559	gcat_trait	gcat_trait_gammaenolase_measurement	gamma-enolase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004560	gcat_trait	gcat_trait_gammaglutamyl_hydrolase_measurement	gamma-glutamyl hydrolase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004561	gcat_trait	gcat_trait_gammaglutamylleucine_measurement	gamma-glutamylleucine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004562	gcat_trait	gcat_trait_gastric_triacylglycerol_lipase_measurement	gastric triacylglycerol lipase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004563	gcat_trait	gcat_trait_gastrinreleasing_peptide_measurement	gastrin-releasing peptide measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004564	gcat_trait	gcat_trait_gelsolin_measurement	gelsolin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004565	gcat_trait	gcat_trait_gliaderived_nexin_measurement	glia-derived nexin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004566	gcat_trait	gcat_trait_glucocorticoid_receptor_gene_expression_measurement	glucocorticoid receptor gene expression measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004567	gcat_trait	gcat_trait_glucose6phosphate_isomerase_measurement	glucose-6-phosphate isomerase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004568	gcat_trait	gcat_trait_glucosedependent_insulinotropic_peptide_measurement	glucose-dependent insulinotropic peptide measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004569	gcat_trait	gcat_trait_glutamate_carboxypeptidase_2_measurement	glutamate carboxypeptidase 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004570	gcat_trait	gcat_trait_glutamine_measurement	glutamine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004571	gcat_trait	gcat_trait_glutathione_Stransferase_A1_measurement	glutathione S-transferase A1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004572	gcat_trait	gcat_trait_glutathione_stransferase_p_measurement	glutathione s-transferase p measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004573	gcat_trait	gcat_trait_glycoprotein_measurement	glycoprotein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004574	gcat_trait	gcat_trait_glypican1_measurement	glypican-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004575	gcat_trait	gcat_trait_glypican5_measurement	glypican-5 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004576	gcat_trait	gcat_trait_granulins_measurement	granulins measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004577	gcat_trait	gcat_trait_group_10_secretory_phospholipase_A2_measurement	group 10 secretory phospholipase A2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004578	gcat_trait	gcat_trait_growth_differentiation_factor_15_measurement	growth differentiation factor 15 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004579	gcat_trait	gcat_trait_growthdifferentiation_factor_2_measurement	growth/differentiation factor 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004580	gcat_trait	gcat_trait_growthdifferentiation_factor_8_measurement	growth/differentiation factor 8 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004581	gcat_trait	gcat_trait_haptoglobin_measurement	haptoglobin measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004582	gcat_trait	gcat_trait_heat_shock_70_kDa_protein_1A_measurement	heat shock 70 kDa protein 1A measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004583	gcat_trait	gcat_trait_heat_shock_protein_beta1_measurement	heat shock protein beta-1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004584	gcat_trait	gcat_trait_hematopoietic_prostaglandin_D_synthase_measurement	hematopoietic prostaglandin D synthase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004585	gcat_trait	gcat_trait_heme_oxygenase_2_measurement	heme oxygenase 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004586	gcat_trait	gcat_trait_heparansulfate_6osulfotransferase_1_measurement	heparan-sulfate 6-o-sulfotransferase 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004587	gcat_trait	gcat_trait_heparin_cofactor_2_measurement	heparin cofactor 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004588	gcat_trait	gcat_trait_hepatocyte_growth_factor_measurement	hepatocyte growth factor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004589	gcat_trait	gcat_trait_hepatocyte_growth_factorlike_protein_measurement	hepatocyte growth factor-like protein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004590	gcat_trait	gcat_trait_histidinerich_glycoprotein_measurement	histidine-rich glycoprotein measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004591	gcat_trait	gcat_trait_hydroxyleucine_measurement	hydroxy-leucine measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004592	gcat_trait	gcat_trait_iduronate_2sulfatase_measurement	iduronate 2-sulfatase measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004593	gcat_trait	gcat_trait_inactive_pancreatic_lipaserelated_protein_1_measurement	inactive pancreatic lipase-related protein 1 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004594	gcat_trait	gcat_trait_insulin_receptor_measurement	insulin receptor measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004595	gcat_trait	gcat_trait_insulinlike_growth_factorbinding_protein_2_measurement	insulin-like growth factor-binding protein 2 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004596	gcat_trait	gcat_trait_insulinlike_growth_factorbinding_protein_7_measurement	insulin-like growth factor-binding protein 7 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004597	gcat_trait	gcat_trait_integrin_alpha5_measurement	integrin alpha-5 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004598	gcat_trait	gcat_trait_integrin_beta7_measurement	integrin beta-7 measurement	PROTEIN_BIOLOGY	measurement
PORTAL:0004599	gcat_trait	gcat_trait_interalphatrypsin_inhibitor_heavy_chain_H5_measurement	inter-alpha-trypsin inhibitor heavy chain H5 measurement	PROTEIN_BIOLOGY	measurement
